rus,en,matched
Эристо,Eristo,ერისტო
Далости,Dalosti,დალოსტი
Маманти,Mamanti,მამანტი
Мария,Mariya,მარია
Кимоте,Kimote,კიმოთე
Исако,Isako,ისაკო
Конст.,Konst.,კოსტა
Паша-оглы,Pasha-ogli,უშანგი
Венедикте,Venedikte,ვენედიქტე
Карго,Kargo,კარგო
Махмуд-оглы,Mahmud-ogli,მამული
Аскар,Askar,ასკარ
Артуш,Artush,არტუშ
Шамше,SHamshe,შამშე
Але,Ale,ალე
Союн-оглы,Soyun-ogli,ჯუნგლი
Мита,Mita,მიტა
Нина,Nina,ნინა
Сашико,Sashiko,საშიკო
Никандро,Nikandro,ნიკანდრო
Касим,Kasim,კასიმ
Идрис,Idris,იდრის
Мустафа-оглы,Mustafa-ogli,მუსტაფა
Джабар,Dzhabar,ძაბა
Карпез,Karpez,კარპეზ
Багдасар,Bagdasar,ბაგდასარ
Никол.,Nikol.,ნიკოლა
Елисо,Eliso,ელისო
Андрон,Andron,ანდრო
Ермине,Ermine,ერმინე
Ките,Kite,კოტე
Гайоз,Gaioz,გაიოზ
Осеп,Osep,ოსეპ
Алим,Alim,ალიმ
Кулу,Kulu,კულუ
Шавла,SHavla,შაჰლა
Гигуша,Gigusha,გიგუშა
Савел,Savel,სამველ
Ардалион,Ardalion,არდალიონ
Барнаба,Barnaba,ბარნაბა
Апрасион,Aprasion,აფრასიონ
Манас,Manas,მანას
Орден,Orden,ორდენ
Грач,Grach,გრაჩ
Заурбек,Zaurbek,ზაურბეგ
Арамаис,Aramais,არამაის
Михеил,Miheil,მიხეილ
Або,Abo,აბო
Мамет,Mamet,მამედ
Варлаш,Varlash,ვარლამ
Архипо,Arhipo,არხიპო
Мусса,Mussa,მუსა
Датуша,Datusha,დათუშა
Маркар,Markar,მარკარ
Ладу,Ladu,ლადო
Самвел,Samvel,სამველ
Аббас-оглы,Abbas-ogli,აბასალი
Бадал,Badal,ბადალ
Даут,Daut,დაუთ
Гаик,Gaik,გაიკ
Зоркин,Zorkin,ზორკინ
Усуп,Usup,უსუპ
Тит,Tit,ტიტე
Ревас,Revas,რევაზ
Игнатий,Ignatii,იგნატი
Амояк,Amoyak,ამაიაკ
Анна,Anna,აინა
Падо,Pado,ფადო
Кима,Kima,კიმა
Дав.,Dav.,დავით
Вл.,Vl.,ალა
Шаваш,SHavash,შავაშ
Сара,Sara,სარა
Мойсей,Moisei,მოისეი
Спирдон,Spirdon,სპირიდონ
Илуша,Ilusha,ილუშა
Измаил,Izmail,ისმაილ
Рафаел,Rafael,რაფაელ
Месроп,Mesrop,მესროფ
Евтих,Evtih,ევტიხ
Карпе,Karpe,კარპე
Реджеб,Redzheb,რეჯებ
Камил,Kamil,კამილ
Майор,Maior,მაიორ
Раман,Raman,რამან
Дмитри,Dmitri,დმიტრი
Шальво,SHalvo,შალვა
Ваник,Vanik,ვანიკ
Миро,Miro,მირო
Чита,CHita,ჩიტა
Башир,Bashir,ბაშირ
Саргис,Sargis,სარგის
Малакий,Malakii,მალაკ
Дороте,Dorote,დოროთე
Искандар,Iskandar,ისკანდარ
Айваз,Aivaz,აივაზ
Адамур,Adamur,ადამურ
Сари,Sari,სარი
Алфез,Alfez,ალფეზ
Порфир,Porfir,ნორაირ
Михей,Mihei,მიხეილ
Абгар,Abgar,აბგარ
Рома,Roma,რომა
Роберт,Robert,რობერტ
Тате,Tate,მათე
Алихан,Alihan,ალიხან
Пиран,Piran,ფირან
Ушанг,Ushang,უშანგ
Прокоф,Prokof,პროკოფ
Асад,Asad,ასად
Махмад,Mahmad,მახმად
Арчили,Archili,არჩილი
Кишварди,Kishvardi,ქიშვარდი
Всеволод,Vsevolod,ვსევოლოდ
Окро,Okro,ოქრო
Ерем,Erem,ერემ
Порфил,Porfil,პორფილე
Вассо,Vasso,ვასო
Астан-оглы,Astan-ogli,ავთანდილი
Христо,Hristo,ხრისტო
Довид,Dovid,დავიდ
Артавас,Artavas,ართავაზ
Мелкон,Melkon,მელკონ
Андр.,Andr.,ანდრო
Мануил,Manuil,მანუელ
Татико,Tatiko,ტატიკო
Тевдор,Tevdor,თევდორე
Шалино,SHalino,შალიკო
Тумас,Tumas,ტუმას
Гванджи,Gvandzhi,გვაძი
Ушан,Ushan,უშანგ
Ильия,Iliya,ილია
Лаврент,Lavrent,ლავრენტ
Абдула-оглы,Abdula-ogli,აბდულალი
Александра,Aleksandra,ალექსანდრა
Най,Nai,ნანი
Доро,Doro,დარო
Лавроси,Lavrosi,ლავროსი
Рагим,Ragim,რაგიმ
Ирак,Irak,ისაკ
Корней,Kornei,კორნელი
Бахчо,Bahcho,ბაჩო
Назим,Nazim,ნაზიმ
Ноя,Noya,ნორა
Ирода,Iroda,ირადა
Никит,Nikit,ნიკიტა
Казарос,Kazaros,კაზაროს
Туха,Tuha,ტუშა
Владим.,Vladim.,ვლადიმერ
Аскер,Asker,ასკერ
Аристарх,Aristarh,არისტარხ
Севастьян,Sevastyan,სევასტი
Реманоз,Remanoz,რემანოზ
Джаба,Dzhaba,ძაბა
Татос,Tatos,ტატო
Кабу,Kabu,ჯაბუ
Абрия,Abriya,აბიდა
Наполеон,Napoleon,ნაპოლეონ
Эрванд,Ervand,ერვანდ
Николос,Nikolos,ნიკოლოზ
Абель,Abel,აბელ
Сарди,Sardi,სადი
Сандра,Sandra,სანდრა
Гуду,Gudu,გუდუ
Тата,Tata,ტატა
Арсена,Arsena,არსენა
Мефодий,Mefodii,მელოდი
Шалько,SHalko,შალიკო
Шалво,SHalvo,შალვა
Вера,Vera,ვარა
Полиактор,Poliaktor,პოლიაქტორ
Калуст,Kalust,გალუსტ
Мурман,Murman,მურმან
Хухути,Huhuti,ბუხუტი
Ив.,Iv.,ივა
Китеса,Kitesa,ქიტესა
Есе,Ese,ესე
Аршан,Arshan,არშაკ
Батлом,Batlom,ბათლომე
Валериане,Valeriane,ვალერიანე
Захарии,Zaharii,ზაქარია
Алистрах,Alistrah,ალისტრახო
Левани,Levani,ლევანი
Момед,Momed,მამედ
Сафар,Safar,საფარ
Аладин,Aladin,ალადინ
Сулейман-оглы,Suleiman-ogli,სულეიმანი
Евдоким,Evdokim,ევდოკია
Гера,Gera,გერა
Буду,Budu,ბუდუ
Владимер (Владимир),Vladimer (Vladimir),ვლადიმერი
Гигола,Gigola,გიგოლა
Эстат,Estat,ესტატე
Евграф,Evgraf,ევგრაფ
Михель,Mihel,მიშელ
Иустин,Iustin,იუსტინე
Севериане,Severiane,სევერიანე
Германе,Germane,გერმანე
Селиверст,Seliverst,გულივერ
Энвер,Enver,ენვერ
Пахом,Pahom,ფასო
Аркади,Arkadi,არკადი
Сурик,Surik,სურიკ
Зиновий,Zinovii,ზინოვია
Гарник,Garnik,გარნიკ
Раджен,Radzhen,რაჟდენ
Багдо,Bagdo,ბაგდა
Умар,Umar,უმარ
Гумбат,Gumbat,გუმბათ
Лазо,Lazo,ლაზო
Юло,YUlo,გულო
Гаез,Gaez,გაგა
Пантел,Pantel,პანტელ
Умбат,Umbat,უმბათ
Ага,Aga,აგა
Лукьян,Lukyan,ლუკა
Уча,Ucha,უჩა
Поликарте,Polikarte,პოლიკარტე
Паград,Pagrad,ბაგრად
Е.,E.,თეა
Афрасион,Afrasion,აფრასიონ
Маджит,Madzhit,მახირ
Ясун,YAsun,სასუნ
Элисбар,Elisbar,ელისბარ
Курген,Kurgen,გურგენ
Илюша,Ilyusha,ილუშა
Корнел,Kornel,კორნელ
Абросим,Abrosim,ამბროსი
Астан,Astan,ასტან
Хазби,Hazbi,ხაზბი
Евтим,Evtim,ექვთიმე
Гуда,Guda,გუდა
Киви,Kivi,გივი
Кота,Kota,კობა
Амроз,Amroz,ამროზ
Диомиде,Diomide,დიომიდე
Темур,Temur,თემურ
Парфирий,Parfirii,პარუირ
Л.,L.,ლია
Зура,Zura,ზურა
Гр.,Gr.,გია
Юстине,YUstine,იუსტინე
Магарам,Magaram,მაგარამ
Джалал,Dzhalal,ჟალა
Хайдар,Haidar,ჰაიდარ
Елизар,Elizar,ელიზარ
Венидикт,Venidikt,ვენედიკ
Аристак,Aristak,არესტაკ
Осе,Ose,მოსე
Пипо,Pipo,პეპო
Согомон,Sogomon,სოგომონ
Шелва,SHelva,შალვა
Исса,Issa,ისა
Пантелимон,Pantelimon,პანტელიმონ
Арчин,Archin,არჩილ
Шахро,SHahro,შაქრო
Кярим,Kyarim,კარიმ
Качаван,Kachavan,ქაჩავან
Лонги,Longi,ლონგი
Орудж-оглы,Orudzh-ogli,რუდოლფ
Оман,Oman,ომან
Вард,Vard,ვარდ
Муртаз,Murtaz,მურთაზ
Ливан,Livan,ლევან
Эстате,Estate,ესტატე
Мардан,Mardan,მარდან
Селиван,Selivan,სეირან
Закария,Zakariya,ზაქარია
Лавросий,Lavrosii,ლავროსი
Саверян,Saveryan,სევერიან
Бакир,Bakir,ბაკირ
Франц,Franc,რანა
Батломе,Batlome,ბათლომე
Союн,Soyun,სოიუნ
Шашко,SHashko,შაშიკო
Дурсун-оглы,Dursun-ogli,დურსუნალი
Прамон,Pramon,პრამონ
Фируз,Firuz,ფირუზ
Шакра,SHakra,შაკა
Савле,Savle,სავლე
Мордех,Mordeh,მორდეხ
Калите,Kalite,კალისტე
Невро,Nevro,ნევრო
Гусеин,Gusein,გუსეინ
Маис,Mais,მაის
Рубин,Rubin,რუბენ
Каро,Karo,კარო
Еквтим,Ekvtim,ექვთიმე
Карлл,Karll,კარლო
Бегляр,Beglyar,ბეგლარ
Рубан,Ruban,რუბენ
Сава,Sava,სავა
Киракос,Kirakos,კირაკოს
Дереник,Derenik,დერენიკ
Буджга,Budzhga,ბიძინა
Исраил,Israil,ისრაილ
Сабо,Sabo,საბა
Котя,Kotya,კობა
Севериян,Severiyan,სევერიან
Огонес,Ogones,ოგანეს
Нариман,Nariman,ნარიმან
Магамед,Magamed,მაგამედ
Сары,Sari,სარი
Мушни,Mushni,მუშნი
Магомет,Magomet,მაგომედ
Хечо,Hecho,ბოჩო
Вильгельм,Vilgelm,ვილგელმ
Парте,Parte,პართენ
Авраам,Avraam,ავრაამ
Шалика,SHalika,შალიკო
Теодоти,Teodoti,ფეოდორი
Орудж,Orudzh,ორუჩ
Джота,Dzhota,შოთა
Иосиб,Iosib,იოსებ
Ирадо,Irado,ირადა
Темураз,Temuraz,თემურაზ
Малик,Malik,მალიკ
Сандр,Sandr,სანდრო
Рашид,Rashid,რაშიდ
Шмавон,SHmavon,შმავონ
Еремей,Eremei,ერემი
Пиро,Piro,ფირო
Агали,Agali,აგალი
Николаз,Nikolaz,ნიკოლოზ
Кига,Kiga,გიგა
Шот,SHot,შოთა
Калактион,Kalaktion,გალაქტიონ
Элиоз,Elioz,ელიოზ
Шаива,SHaiva,შალვა
Теврат,Tevrat,თევრატ
Соса,Sosa,სოსო
Вало,Valo,ვალო
Аскяр-оглы,Askyar-ogli,ანატოლი
Лау,Lau,ლია
Зорик,Zorik,ზორიკ
Тадиоз,Tadioz,თადეოზ
Афанас,Afanas,ათანას
Галактен,Galakten,გალაქტიონ
Спартак,Spartak,სპარტაკ
Рамин,Ramin,რამინ
Кадыр,Kadir,კადირ
Ясе,YAse,ბასე
Сиракан,Sirakan,სირაკან
Васа,Vasa,ვარა
Искандер,Iskander,ისკანდერ
Оглы,Ogli,ოლია
Рафаель,Rafael,რაფაელ
Томас,Tomas,თომას
Иродион,Irodion,იროდიონ
Валлериан,Vallerian,ვალერიან
Асман,Asman,ასმათ
Еквтиме,Ekvtime,ექვთიმე
Музафар,Muzafar,მუზაფარ
Ношреван,Noshrevan,ნოშრევან
Григоли,Grigoli,გრიგოლი
Хаки,Haki,ჟაკი
Глахо,Glaho,გლახო
Амза,Amza,ამზა
